pair_id,text1,text2,label,lang,type
4166,أنسون ديكنسون هو رسام أمريكي، ولد في 19 أبريل 1779 في Milton Center Historic District ‏ في الولايات المتحدة، وتوفي بنفس المكان في 9 مارس 1852.,بطل إسرائيل وسام عسكري إسرائيلي تأسس خلال حرب 1948.,False,ar,neutral
223,Cidlina is a municipality and village in Třebíč District in the Vysočina Region of the Czech Republic.,Cidlina is a municipality and village in Třebíč District in the Vysočina Region of the Czech Republic is false.,True,en,contradiction
1197,Trees have leaves,Computers process data,False,en,neutral
2375,L'AgustaWestland AW169 est un hélicoptère bimoteur moyen italien.,L'AgustaWestland AW169 est un hélicoptère bimoteur moyen italien is false.,True,fr,contradiction
415,"Chase Bank Kenya Limited (CBK), commonly referred to as Chase Bank, was a commercial bank in Kenya, licensed by the Central Bank of Kenya, the central bank and national banking regulator.","Chase Bank Kenya Limited (CBK), commonly referred to as Chase Bank, was a commercial bank in Kenya, licensed by the Central Bank of Kenya, the central bank and national banking regulator is false.",True,en,contradiction
2726,"L'abbaye de la Sauve-Bénite, parfois orthographiée Séauve-Bénite ou Séauve-Benoite, est un ancien monastère de moniales cisterciennes situé à la Séauve-sur-Semène, à l'est du département de la Haute-Loire.",Un logement désigne des locaux à usage d'habitation.,False,fr,neutral
478,Vote or lose was a campaign during Boris Yeltsin's 1996 presidential campaign.,Vote or lose was a campaign during Boris Yeltsin's 1996 presidential campaign is false.,True,en,contradiction
4914,جَوْرَس فضي حشرة قانصة من جنس جورس من فصيلة شابرات الماء ورتبة مختلفات الأجنحة.,شمشك هي مدينة تقع في إيران في Rudbar-e Qasran District.,False,ar,neutral
3504,مقاطعة هارتلي هي إحدى المقاطعات في ولاية تكساس، الولايات المتحدة الأمريكية.,مقاطعة هارتلي هي إحدى المقاطعات في ولاية تكساس، الولايات المتحدة الأمريكية is false.,True,ar,contradiction
651,"Huangtuling station is a subway station in Tianxin District/ Yuhua District, Changsha, Hunan, China, operated by the Changsha subway operator Changsha Metro.","Huangtuling station is a subway station in Tianxin District/ Yuhua District, Changsha, Hunan, China, operated by the Changsha subway operator Changsha Metro is false.",True,en,contradiction
668,"Aila is a village in Saue Parish, Harju County in northern Estonia.","Aila is a village in Saue Parish, Harju County in northern Estonia is false.",True,en,contradiction
2060,"Atlit Yam est un site archéologique sous-marin, situé au large de la côte d'Israël, près de la ville d'Atlit et de la forteresse de Château Pèlerin, au sud d'Haïfa.","Atlit Yam est un site archéologique sous-marin, situé au large de la côte d'Israël, près de la ville d'Atlit et de la forteresse de Château Pèlerin, au sud d'Haïfa is false.",True,fr,contradiction
4186,بيا ميلر هي عارضة وممثلة أسترالية وتشيلية، ولدت في 2 نوفمبر 1983 في فينيا ديل مار في تشيلي.,فيما يلي قوائم الأحداث التي وقعت خلال عام 1991 في اليابان.,False,ar,neutral
534,"Pulau Ayau, often called Pulau Aju or simply Ajoe, is a small Indonesian island located in the Ayau Islands above the northern tip of the Waigeo Islands.","Pulau Ayau, often called Pulau Aju or simply Ajoe, is a small Indonesian island located in the Ayau Islands above the northern tip of the Waigeo Islands is false.",True,en,contradiction
4746,كاستلفورتي هي مدينة وبلدة تقع في مقاطعة لاتينا ، في منطقة لاتسيو بوسط إيطاليا.,غورتشينو وإسمه الكامل جيوفاني فرانشيسكو باربيري هو رسام باروكي إيطالي ولد في يوم 8 فبراير 1591 في قرية تشنتو وقضى حياته ما بين روما و بولونيا إختص بلوحات المناظر الطبيعية إضافة إلى لوحات الكتاب المقدس والبورتريهات وتوفي في 22 ديسمبر 1666 في بولونيا.,False,ar,neutral
4225,NGC 6764 في الفهرس العام الجديد، هي مجرة، تقع في كوكبة الدجاجة (كوكبة).,ثورة التحرير الجزائرية أو حرب الجزائر أو حرب الاستقلال الجزائرية هو نزاع مسلح اندلع بين فرنسا وجبهة التحرير الوطني الجزائرية من عام 1954 إلى 1962، وأدى في النهاية إلى نيل الجزائر استقلالها عن فرنسا.,False,ar,neutral
4939,السماء زرقاء,القطط من الثدييات,False,ar,neutral
4284,جبل الحفَيّ جبل يقع بوسط الجمهورية التونسية، شمال غربي مدينة بئر الحفي وجنوب غربي مدينة سيدي بوزيد.,ألان نادو كان روائي وكاتب ودبلوماسي فرنسي.,False,ar,neutral
890,Vairoalhi Ahves Sirrun is a Maldivian romantic drama television series developed for Television Maldives by Arifa Ibrahim.,"Liquidsoap is a scripting language oriented toward the creation of audio and video streams, the manipulation of multimedia files, automation, serving as webserver back-end and more.",False,en,neutral
4902,دونالد سيروني هو لاعب فنون قتالية مختلطة من الولايات المتحدة يتنافس حاليًا في بطولة UFC.,مسجد المنان هو مسجد يقع في دوماي في إندونيسيا، تم بناء المسجد في عام 2000 واكتمل البناء في عام 2002.,False,ar,neutral
1162,"Daniel Alcántar García is a Mexican former professional footballer, who last played for Club Necaxa.","Trichoniscidae are a family of isopods (woodlice), including the most abundant British woodlouse, Trichoniscus pusillus.",False,en,neutral
1212,Ddakji is a traditional Korean toy used to play a game primarily to play variants of a category of games called ddakji chigi.,"The King of Comedy Visits Shanghai, also known as The King of Comedy Visits China, is a 1922 slapstick comedy directed by Zhang Shichuan for the Mingxing Film Company.",False,en,neutral
2717,"Cette liste de ponts de France présente une liste de ponts remarquables de France, tant par leurs caractéristiques dimensionnelles, que par leur intérêt architectural ou historique.","Komeil Ghasemi, né le 27 février 1988 à Sari, est un lutteur libre iranien.",False,fr,neutral
2371,Jazowa est une localité polonaise de la gmina mixte et du powiat de Nowy Dwór Gdański en voïvodie de Poméranie.,Jazowa est une localité polonaise de la gmina mixte et du powiat de Nowy Dwór Gdański en voïvodie de Poméranie is false.,True,fr,contradiction
3968,جيمي أرنولد مواليد 10 مارس 1975 في أوك بارك، هو لاعب كرة سلة أمريكي معتزل.,جيمي أرنولد مواليد 10 مارس 1975 في أوك بارك، هو لاعب كرة سلة أمريكي معتزل is false.,True,ar,contradiction
4165,غاتسبي العظيم هو فيلم درامي رومانسي مأخوذ عن رواية تحمل نفس الاسم للأديب الأمريكي فرنسيس سكوت فيتزجيرالد، والتي تدور حول حياة المليونير جاي غاتسبي وجاره نك كاراويه.,ماساهيسا ساتو، من مواليد 23 أكتوبر 1960، وهو مصور صحفي وسياسي ياباني، وينتمي للحزب الليبرالي الديمقراطي.,False,ar,neutral
2275,"La 83e cérémonie des Oscars du cinéma, organisée par l'Academy of Motion Picture Arts and Sciences, s'est déroulée le 27 février 2011 au Kodak Theater de Los Angeles et a récompensé les films sortis en 2010.","La 83e cérémonie des Oscars du cinéma, organisée par l'Academy of Motion Picture Arts and Sciences, s'est déroulée le 27 février 2011 au Kodak Theater de Los Angeles et a récompensé les films sortis en 2010 is false.",True,fr,contradiction
1898,"Le triathlon est une discipline sportive constituée de trois épreuves d'endurance enchaînées dans l'ordre suivant : natation, cyclisme et course à pied.","Le triathlon est une discipline sportive constituée de trois épreuves d'endurance enchaînées dans l'ordre suivant : natation, cyclisme et course à pied is false.",True,fr,contradiction
3776,سيفاستوبول هي بلدة تقع بولاية ويسكونسن في الولايات المتحدة.,سيفاستوبول هي بلدة تقع بولاية ويسكونسن في الولايات المتحدة is false.,True,ar,contradiction
3211,"Le pic du Bugatet est un sommet des Pyrénées françaises, du département des Hautes-Pyrénées.",Sârbeni est une commune du județ de Teleorman en Roumanie.,False,fr,neutral
3117,"Meir Shahar, né en 1959 à Jérusalem, est un sinologue israélien.","Le Nouvel orchestre philharmonique du Japon (新日本フィルハーモニー交響楽団, Shin Nihon Firuhāmonī Kōkyōgakudan) est un orchestre symphonique basé à Tokyo au Japon.",False,fr,neutral
2693,La région Ouest est une des 4 régions administratives de l'Ouganda.,Bell Regio est une région homogène située sur Vénus dans le quadrangle de Bell Regio.,False,fr,neutral
4553,مونيا أفريقي او فضي المنقار الإفريقي هي نوع من الطيور تتبع جنس المونيا من فصيلة شمعية المنقار.,سايلنت هيل: بوك أوف ميموريز ، هي لعبة فيديو أمريكية من نوع رعب البقاء وحركة، وهي من تطوير واي فوروارد، ومن نشر شركة كونامي اليابانية، صدرت اللعبة في الأسواق سنة 2012، وتعمل حصرياً على جهاز بلاي ستيشن فيتا المحمول.,False,ar,neutral
845,"Geheimnis des blauen Zimmers is a 1932 German mystery film directed by Erich Engels and starring Theodor Loos, Else Elster and Hans Adalbert Schlettow.","""Smoky Mountain Rain"" is a song written by Kye Fleming and Dennis Morgan, and recorded by American country music singer Ronnie Milsap.",False,en,neutral
1064,Paris is in France,Mathematics is useful,False,en,neutral
474,"Hinako Sano  is a Japanese actress, model, and gravure idol who is affiliated with Horipro.","Hinako Sano  is a Japanese actress, model, and gravure idol who is affiliated with Horipro is false.",True,en,contradiction
3687,"بيتش هي بلدية فرنسية تقع في إقليم موزيل، في الإقليم الإداري التابع لألزاس-شامباني-اردين-لورين Alsace-Champagne-Ardenne-Lorraine
في الشمال الشرقي لفرنسا.","بيتش هي بلدية فرنسية تقع في إقليم موزيل، في الإقليم الإداري التابع لألزاس-شامباني-اردين-لورين Alsace-Champagne-Ardenne-Lorraine
في الشمال الشرقي لفرنسا is false.",True,ar,contradiction
1901,"Karl von Enhuber, né le 16 décembre 1811 à Hof, dans le Voigtland et mort le 6 juillet 1867 à Munich, est un peintre allemand de genre.","Karl von Enhuber, né le 16 décembre 1811 à Hof, dans le Voigtland et mort le 6 juillet 1867 à Munich, est un peintre allemand de genre is false.",True,fr,contradiction
4512,قرار مجلس الأمن التابع للأمم المتحدة رقم 2003، الذي تم تبنيه بالإجماع في 29 يوليو 2011، بعد إعادة التأكيد على جميع القرارات والبيانات السابقة بشأن الوضع في السودان، مدد المجلس ولاية العملية المشتركة للاتحاد الأفريقي والأمم المتحدة في دارفور لمدة 12 شهرًا حتى 31 يوليو 2012.,"جيريمي كاشمان هو عازف كمان أمريكي، ولد في 19 ديسمبر 1990 في Little Neck, Queens ‏ في الولايات المتحدة.",False,ar,neutral
1873,"Phnom Penh est la capitale du Cambodge, située dans la moitié sud du pays, au confluent du Tonlé Sap et du Mékong.","Phnom Penh est la capitale du Cambodge, située dans la moitié sud du pays, au confluent du Tonlé Sap et du Mékong is false.",True,fr,contradiction
122,United States of America v.,United States of America v is false.,True,en,contradiction
4339,باري ديوك هو صحفي جنوب أفريقي، ولد في 1947 في جوهانسبرغ في جنوب أفريقيا.,كريستوف كالفو هو سياسي بلجيكي، ولد في 30 يناير 1987 في بلجيكا.,False,ar,neutral
859,"Valentine Mathilde Amélie Thomson was an influential French journalist, playwright and editor, who was active both in Europe and the United States.",Sydney Hegele is a Canadian writer.,False,en,neutral
487,"Lakehead-Lakeshore is an unincorporated community and a former census-designated place (CDP) in Shasta County, California, United States.","Lakehead-Lakeshore is an unincorporated community and a former census-designated place (CDP) in Shasta County, California, United States is false.",True,en,contradiction
4879,ثنائي ميثيل ثنائي ثيوكربامات هو أنيون الكبريت العضوي بالصيغة (CH3) 2NCS2−.,عتيج، هو فيلم كويتي-درامي، من إخراج أحمد الخلف وتأليف يعرب بو رحمة، عرض في دور السينما الكويتية والخليجية في نوفمبر 2016 وشارك في مهرجان القاهرة السينمائي الدولي ضمن مسابقة آفاق السينما العربية ومثل دولة الكويت في المهرجان الخليجي الثالث لسينما دول مجلس التعاون في أبوظبي.,False,ar,neutral
1678,"Konrad Laimer, né le 27 mai 1997 à Salzbourg en Autriche, est un footballeur international autrichien qui évolue au poste de milieu relayeur et de milieu défensif voir latéral au Bayern Munich.","Konrad Laimer, né le 27 mai 1997 à Salzbourg en Autriche, est un footballeur international autrichien qui évolue au poste de milieu relayeur et de milieu défensif voir latéral au Bayern Munich is false.",True,fr,contradiction
212,The Ballon d'Or is an annual football award presented by French magazine France Football since 1956 to honour the player deemed to have performed the best over the previous season.,The Ballon d'Or is an annual football award presented by French magazine France Football since 1956 to honour the player deemed to have performed the best over the previous season is false.,True,en,contradiction
629,Dominic Mark Bess is an English professional cricketer who has played internationally for the England Test cricket team.,Dominic Mark Bess is an English professional cricketer who has played internationally for the England Test cricket team is false.,True,en,contradiction
3767,"ذراع رامي القوس  في الفلك 
هو أحد أذرعة مجرتنا، مجرة درب التبانة.","ذراع رامي القوس  في الفلك 
هو أحد أذرعة مجرتنا، مجرة درب التبانة is false.",True,ar,contradiction
1346,"Baltimore and Ohio Railroad Martinsburg Shops is a historic industrial district in Martinsburg, West Virginia.","The Tucson Inn was a motel located in Tucson, Arizona, in an area now known as the Miracle Mile Historic District.",False,en,neutral
1766,"Ferdinand-Augustin Snellaert, médecin, littérateur et philologue flamand, est né le 21 juillet 1809 à Courtrai et décédé le 3 juillet 1872, à Gand.","Ferdinand-Augustin Snellaert, médecin, littérateur et philologue flamand, est né le 21 juillet 1809 à Courtrai et décédé le 3 juillet 1872, à Gand is false.",True,fr,contradiction
2846,Jeff Hareema est un joueur professionnel canadien de hockey sur glace.,"Saint-Maurice est une commune française située dans le département du Puy-de-Dôme, en région Auvergne-Rhône-Alpes.",False,fr,neutral
4074,حصن أوبارفيلييه هي محطة مترو تابعة لمترو باريس تقع في فرنسا في أوبرفيليي.,حصن أوبارفيلييه هي محطة مترو تابعة لمترو باريس تقع في فرنسا في أوبرفيليي is false.,True,ar,contradiction
4466,مطار تاينان هو مطار يقع في مدينة تاينان في تايوان.,جون روبرتس هو صحفي كندي، ولد في 15 نوفمبر 1956 في تورونتو في كندا.,False,ar,neutral
1302,The Collection: Simon & Garfunkel is the fourth box set of Simon & Garfunkel recordings.,"Ramazan Özcan is an Austrian former professional footballer who played as a goalkeeper, mainly for his first club Austria Lustenau as well as German club FC Ingolstadt 04.",False,en,neutral
2815,L'Athletic Club of St.,"Ludhiana est une ville et une municipalité du Pendjab, au nord-ouest de l'Inde, dans le district de Ludhiana.",False,fr,neutral
1109,Scoparia famularis is a species of moth in the family Crambidae.,"Death of True Spirit is the second of two compilation albums released by Indecision Records featuring material by Californian hardcore punk band, Unbroken.",False,en,neutral
477,Bangladesh–Syria relations refer to the bilateral relations between Bangladesh and Syria.,Bangladesh–Syria relations refer to the bilateral relations between Bangladesh and Syria is false.,True,en,contradiction
4402,بريليب مدينة في مقدونيا الشمالية.,سليمة بلحاج ، هي سياسية هولندية وعضو في مجلس النواب في هولندا للديمقراطيين منذ عام 2016 وذلك عندما حلت محل وسيلة حشي، وقد عملت سابقا كعضو مجلس بلدية وزعيم فصائل في روتردام بين عامي 2008 و 2016.,False,ar,neutral
839,"The Vineyard is a 1989 American horror film directed by James Hong and William Rice, written by Hong, Douglas Kondo, James Marlowe and Harry Mok, and starring Hong, Michael Wong, Sherri Ball and Playboy Playmate Karen Witter.",The Federal Funding Accountability and Transparency Act of 2006 is an Act of Congress that requires the full disclosure to the public of all entities or organizations receiving federal funds beginning in fiscal year (FY) 2007.,False,en,neutral
4757,بالما دي مونتيكارو هي بلدية في مقاطعة أغريجنتو في صقلية الإيطالية.,خافيير مانخارين بيريدا ، من مواليد 31 ديسمبر 1969 في خيخون في أوسترياس، لاعب كرة قدم إسباني سابق.,False,ar,neutral
3663,قصر آرانخويث الملكي (بالإسبانية: Palacio Real de Aranjuez) هو مقر إقامة لملك إسبانيا، ويقع في بلدة آرنخويث في منطقة مدريد ذاتية الحكم، والقصر مفتوح للعامة كأحد المواقع الملكية الإسبانية.,قصر آرانخويث الملكي (بالإسبانية: Palacio Real de Aranjuez) هو مقر إقامة لملك إسبانيا، ويقع في بلدة آرنخويث في منطقة مدريد ذاتية الحكم، والقصر مفتوح للعامة كأحد المواقع الملكية الإسبانية is false.,True,ar,contradiction
4295,جيوفاني ديبيرسون ماوريسيو لاعب كرة قدم برازيلي يلعب حاليا لصالح نادي الدرجة الممتازة هال سيتي الإنجليزي منذ 2008 في مركز الوسط المهاجم كما يجيد اللعب في مركز المهاجم.,إدوين سانشيز هو دراج كولومبي، ولد في 20 يوليو 1983 في Caparrapí ‏ في كولومبيا.,False,ar,neutral
2277,Boulevard Gardens Apartments est un ensemble immobilier situé dans le quartier de Woodside dans la partie ouest de l'arrondissement du Queens à New York.,Boulevard Gardens Apartments est un ensemble immobilier situé dans le quartier de Woodside dans la partie ouest de l'arrondissement du Queens à New York is false.,True,fr,contradiction
2800,"Saint-Loup est une commune française, située dans le département de la Manche en région Normandie, peuplée de 678 habitants.","Höfn í Hornafirði est une localité islandaise de la municipalité de Hornafjörður située sur une presqu'île dans un lagon sur le côte sud-est de l'île, dans la région de Suðurland.",False,fr,neutral
4366,شوتارو ماميا ، من مواليد 11 يونيو 1993، هو ممثل ياباني، وممثل في شركة تريستون للترفيه.,مركز شبراخيت، مركز إداري مصري.,False,ar,neutral
3500,هيرمان ويبستر مدجت ، والمعروف باسم الدكتور هنري هوارد هولمز ، وهو أول قاتل متسلسل موثق بالمفهوم العصري للكلمة.,هيرمان ويبستر مدجت ، والمعروف باسم الدكتور هنري هوارد هولمز ، وهو أول قاتل متسلسل موثق بالمفهوم العصري للكلمة is false.,True,ar,contradiction
754,"Kekerengu is a settlement in northern Kaikōura District, Canterbury, South Island.","Kekerengu is a settlement in northern Kaikōura District, Canterbury, South Island is false.",True,en,contradiction
2283,"Alberto Guani, né en 1877 et mort en 1956, est un juriste, diplomate et homme politique uruguayen.","Alberto Guani, né en 1877 et mort en 1956, est un juriste, diplomate et homme politique uruguayen is false.",True,fr,contradiction
4977,كول أوف ديوتي: فانغارد هي لعبة تصويب منظور الشخص الأول طورتها سلدج همر غيمز ونشرتها أكتيفجن.,ديفيد بيدرسن ‏ هو مغني نرويجي، ولد في 15 مايو 1986.,False,ar,neutral
1275,"Fekitamoeloa Katoa ‘Utoikamanu is a Tongan civil servant, diplomat and former Cabinet Minister.","San Pedro, full name Rincón de San Pedro Dávila de los Arrecifes, is a city and port in the Province of Buenos Aires, Argentina, beside the Paraná River.",False,en,neutral
4560,سيمون شينك هو سياسي سويسري، ولد في 16 مايو 1946 في Langnau im Emmental ‏ في سويسرا، وتوفي في 1 مايو 2020 في برن في سويسرا.,لينشيا وتسمى «مكة الصغرى» إحدى مدن مقاطعة قانسو هي مقاطعة أو إقليم يقع جمهورية الصين الشعبية.,False,ar,neutral
3443,ٱلدُّوْر هي مدينة أثرية في الشرق الأدنى القديم تقع في أم القيوين، في الإمارات العربية المتحدة.,ٱلدُّوْر هي مدينة أثرية في الشرق الأدنى القديم تقع في أم القيوين، في الإمارات العربية المتحدة is false.,True,ar,contradiction
2218,"La gare de Braine-le-Comte est une gare ferroviaire belge de la ligne 96, de Bruxelles-Midi à Quévy (frontière), située à proximité du centre de la ville de Braine-le-Comte dans la province de Hainaut en Région wallonne.","La gare de Braine-le-Comte est une gare ferroviaire belge de la ligne 96, de Bruxelles-Midi à Quévy (frontière), située à proximité du centre de la ville de Braine-le-Comte dans la province de Hainaut en Région wallonne is false.",True,fr,contradiction
4657,دين ليكوك هو لاعب كرة قدم بريطاني في مركز الدفاع.,دون غاردنر هو طبال أمريكي، ولد في 9 مايو 1931 في فيلادلفيا في الولايات المتحدة، وتوفي بنفس المكان في 4 سبتمبر 2018 بسبب سرطان.,False,ar,neutral
2107,"Bouloussou Soubramanion Sastroulou était un divan, conseiller local et juge de l'Inde française.","Bouloussou Soubramanion Sastroulou était un divan, conseiller local et juge de l'Inde française is false.",True,fr,contradiction
4996,كروثيرسفيل هي بلدة أمريكية تقع في الولايات المتحدة في مقاطعة جاكسون (إنديانا).,لي تومبسن ممثلة ومخرجة أمريكية من مواليد 31 مايو 1961.,False,ar,neutral
3933,فلورنسا مادلين «مايج» سايرس إحدى الشخصيات البريطانية التي مارست رياضة التزلج.,فلورنسا مادلين «مايج» سايرس إحدى الشخصيات البريطانية التي مارست رياضة التزلج is false.,True,ar,contradiction
2638,"Dans la légende arthurienne, la Joyeuse Garde est un château conquis par Lancelot du Lac, qui en fera sa place forte principale.",Lewiston est un village  du comté de Niagara dans l’État de New York aux États-Unis.,False,fr,neutral
4615,مول فالي هي إحدى الدوائر الانتخابية في المملكة المتحدة الممثلة في مجلس العموم في برلمان المملكة المتحدة.,منتخب لوكسمبورغ لكرة القدم هو الفريق الوطني لكرة القدم في لوكسمبورغ، يديره اتحاد لوكسمبورغ لكرة القدم.,False,ar,neutral
1850,"Kirtland est une ville des États-Unis (Ohio), dans le comté de Lake.","Kirtland est une ville des États-Unis (Ohio), dans le comté de Lake is false.",True,fr,contradiction
636,Melica geyeri is a species of grass known by the common name Geyer's oniongrass.,Melica geyeri is a species of grass known by the common name Geyer's oniongrass is false.,True,en,contradiction
578,"Vasum ceramicum, common name ceramic vase or heavy whelk, is a species of medium to large sea snail, a marine gastropod mollusk in the family Turbinellidae.","Vasum ceramicum, common name ceramic vase or heavy whelk, is a species of medium to large sea snail, a marine gastropod mollusk in the family Turbinellidae is false.",True,en,contradiction
952,"Arcadia Machine & Tool, commonly abbreviated to AMT, was a firearms manufacturer from Irwindale, California.",WWF No Mercy is a professional wrestling video game released in 2000 by THQ for the Nintendo 64.,False,en,neutral
4499,راشيل وود هي لاعبة كرة قدم أمريكية في مركز الدفاع.,عبد الله تراوريه من مواليد 4 مارس 1967 في أبيدجان في ساحل العاج ، لاعب كرة قدم عاجي سابق.,False,ar,neutral
821,Doris Ziegler is a German painter whose work responded to and engaged with the Wende and the peaceful revolution in the GDR during the late 1980s.,Doris Ziegler is a German painter whose work responded to and engaged with the Wende and the peaceful revolution in the GDR during the late 1980s is false.,True,en,contradiction
1524,Doubravice is a municipality and village in Trutnov District in the Hradec Králové Region of the Czech Republic.,"Czechoslovakia competed at the 1952 Winter Olympics in Oslo, Norway.",False,en,neutral
1056,"Akbar Salubiro was a 25-year-old man who went missing on March 25, 2017, after setting off for harvest in a remote village on the western part of the island Sulawesi, Indonesia.",The Swedish Antarctic Expedition of 1901–1903 was a scientific expedition led by Otto Nordenskjöld and Carl Anton Larsen.,False,en,neutral
457,Parazoanthus is a genus of anemone-like anthozoans in the order Zoantharia.,Parazoanthus is a genus of anemone-like anthozoans in the order Zoantharia is false.,True,en,contradiction
2609,"Les monts Baïkal sont un massif de montagnes situé dans le Sud-Est de la Sibérie, en Russie.",Le complexe Ganjali Khan  à Kerman est adjacent au bazar de la ville.,False,fr,neutral
4302,نغمة الآمل هو فيلم قصير موسيقي محرك حاسوبيا صدر عام 2014 من بيكسار، يأتي الفيلم مصحوبًا بفيلم ستوديوهات بيكسار قلبا وقالبا.,شركة داسيا (بالرومانية:Dacia) هي أكبر مُصَنِّع للسيارات في رومانيا تتبع لمجموعة رينو الفرنسية.,False,ar,neutral
1378,General Benjamin Wiley Chidlaw was an officer in the United States Air Force.,Vice Admiral Levering Smith was a United States Navy admiral.,False,en,neutral
1028,"Irus is a genus of saltwater clams, marine bivalve molluscs in the family Veneridae, the venus clams.","The Calvert Cliffs Nuclear Power Plant (CCNPP) is a nuclear power plant located on the western shore of the Chesapeake Bay near Lusby, Calvert County, Maryland, in the Mid-Atlantic United States.",False,en,neutral
1578,"Wiesław Rozłucki is a Polish economist, co-founder of the Warsaw Stock Exchange and its first chairman (1991–2006).","Guillaume Massieu was a French churchman, translator and poet, best known for his Latin verses in praise of the agreeability and benefits of coffee.",False,en,neutral
3684,توم سيغف هو صحفي ومؤرخ إسرائيلي.,توم سيغف هو صحفي ومؤرخ إسرائيلي is false.,True,ar,contradiction
2941,"Patur, est une ville et un conseil municipal du district d'Akola dans l'État indien du Maharashtra.","Carlo Domenico Francesco Ignazio Fea, né à Pigna (Ligurie) le 4 juin 1753 et mort à Rome le 18 mars 1836, est un archéologue, conservateur de monuments et collectionneur d'art italien.",False,fr,neutral
1930,"Frossay est une commune de l'Ouest de la France, située dans le département de la Loire-Atlantique, en région Pays de la Loire.","Frossay est une commune de l'Ouest de la France, située dans le département de la Loire-Atlantique, en région Pays de la Loire is false.",True,fr,contradiction
3141,"La Wi-Fi Alliance, anciennement Wireless Ethernet Compatibility Alliance (WECA), est un consortium qui possède la marque Wi-Fi.","L'église Sainte-Aldegonde est une église située à Malzy, en France.",False,fr,neutral
2095,Le Bec-en-cheville gris est une espèce de passereau de la famille des Thraupidae.,Le Bec-en-cheville gris est une espèce de passereau de la famille des Thraupidae is false.,True,fr,contradiction
4216,"البرمجيات الحرة والمفتوحة المصدر لها عدة مصطلحات واختصارات هي أو وتختصر إلى (FLOSS), هي برمجيات مرخصة برخصة حرة تمنح المستخدمين حق استخدام، دراسة، تغيير، وتحسين البرنامج من خلال الحصول على الكود المصدري.",فيما يلي قوائم الأحداث التي وقعت خلال عام 1973 في تركيا.,False,ar,neutral
852,"The emperor of Ethiopia, also known as the Atse, was the hereditary ruler of the Ethiopian Empire, from at least the 13th century until the abolition of the monarchy in 1975.",Prednylidene is a glucocorticoid for systemic use.,False,en,neutral
4122,ألكسندر الثالث ؛ كان ملك إسكتلندا منذ 1249 حتى وفاته.,ألكسندر الثالث ؛ كان ملك إسكتلندا منذ 1249 حتى وفاته is false.,True,ar,contradiction
2595,La bataille de Minorque est l'un des derniers combats livrés lors de la guerre d'Espagne entre les troupes franquistes et l'armée populaire espagnole.,"Coronilla minima, la Coronille naine, est une espèce de plantes à fleurs de la famille des fabacées et du genre Coronilla.",False,fr,neutral
2623,"William Hopkins, dit Josh Hopkins, né le 12 septembre 1970 à Lexington, dans le Kentucky, est un acteur américain.","Paz Encina est une scénariste et réalisatrice paraguayenne, née à Asuncion le 9 juillet 1971.",False,fr,neutral
2472,"Le canton de Montluçon-1 est une circonscription électorale française du département de l'Allier, créée par le décret du 27 février 2014 et entrant en vigueur lors des élections départementales de 2015.","Le canton de Montluçon-1 est une circonscription électorale française du département de l'Allier, créée par le décret du 27 février 2014 et entrant en vigueur lors des élections départementales de 2015 is false.",True,fr,contradiction
2877,Tetragonopterus est un genre de poissons téléostéens de la famille des Characidae et de l'ordre des Characiformes.,"Het Park est un parc de Rotterdam, situé à l'ouest du Centre-ville.",False,fr,neutral
3257,"Le district historique de Silverton, ou Silverton Historic District en anglais, est un district historique de la ville américaine de Silverton, dans le Colorado.","Le Carrier Air Wing Eight (CVW-8) est une escadre aérienne embarquée de l'US Navy, connue sous le nom de ""Freedom Fighters"", basée au Naval Air Station Oceana en Virginie.",False,fr,neutral
1132,Pelochrista scintillana is a species of tortricid moth in the family Tortricidae.,Bruniele Ferreira Gomes more commonly known as Brunny Gomes or Brunny is a Brazilian politician and television presenter.,False,en,neutral
72,Frane Frol was a lawyer and Croatian and Yugoslavian politician.,Frane Frol was a lawyer and Croatian and Yugoslavian politician is false.,True,en,contradiction
2731,"Florian Cejnowa était un écrivain, docteur, activiste et linguiste polonais.","La maison des Têtes noires  est une célèbre maison médiévale située à Riga, capitale de la Lettonie.",False,fr,neutral
3203,"Hachinohe (八戸市, Hachinohe-shi) est une ville située dans la préfecture d'Aomori, sur l'île de Honshū, au Japon.","L'église Saint-Pierre est une église catholique située à Dreux, dans le département français d'Eure-et-Loir, en région Centre-Val de Loire.",False,fr,neutral
1744,Sapri est une commune italienne de la province de Salerne dans la région Campanie en Italie.,Sapri est une commune italienne de la province de Salerne dans la région Campanie en Italie is false.,True,fr,contradiction
3076,"Roccaraso est une commune de la province de L'Aquila, dans la région des Abruzzes, en Italie.","La ligne bleue, ou ligne de la Mouette (linha da gaivota) est l'une des quatre lignes du métro de Lisbonne.",False,fr,neutral
4086,فيليبي أوغوستو دا سيلفا هو لاعب كرة قدم برازيلي.,فيليبي أوغوستو دا سيلفا هو لاعب كرة قدم برازيلي is false.,True,ar,contradiction
3788,ذباب الخنجر أو ذباب النفيخات أو الذباب الراقص ، فصيلة حشرات مفترسة من رتبة ذوات الجناحين.,ذباب الخنجر أو ذباب النفيخات أو الذباب الراقص ، فصيلة حشرات مفترسة من رتبة ذوات الجناحين is false.,True,ar,contradiction
