id,lang,text,label_contradict_id
en_655_contra,en,Lucy Walker was an early member of the Latter-day Saint movement and one of the plural wives of founder Joseph Smith. is false,en_655_orig
en_656_orig,en,"Timothy Cook Draper is an American venture capital investor, and founder of Draper Fisher Jurvetson (DFJ), Draper University, Draper Venture Network, and Draper Associates.",en_656_contra
en_656_contra,en,"Timothy Cook Draper is an American venture capital investor, and founder of Draper Fisher Jurvetson (DFJ), Draper University, Draper Venture Network, and Draper Associates. is false",en_656_orig
en_657_orig,en,Bordj El Emir Abdelkader is a town and commune in Tissemsilt Province in northern Algeria.,en_657_contra
en_657_contra,en,Bordj El Emir Abdelkader is a town and commune in Tissemsilt Province in northern Algeria. is false,en_657_orig
en_658_orig,en,"Unrest was an indie rock band from the Washington, D.",en_658_contra
en_658_contra,en,"Unrest was an indie rock band from the Washington, D. is false",en_658_orig
en_659_orig,en,"Francesco Marucelli was an Italian abbot, bibliographer and bibliophile.",en_659_contra
en_659_contra,en,"Francesco Marucelli was an Italian abbot, bibliographer and bibliophile. is incorrect",en_659_orig
en_660_orig,en,Gyromitra is a genus of about 18 species of ascomycete fungi.,en_660_contra
en_660_contra,en,Gyromitra is a genus of about 18 species of ascomycete fungi. is false,en_660_orig
en_661_orig,en,Ignacio Flores Ocaranza was a Mexican professional footballer who played as a right-back.,en_661_contra
en_661_contra,en,Ignacio Flores Ocaranza was a Mexican professional footballer who played as a right-back. is incorrect,en_661_orig
en_662_orig,en,Sir John Blencowe was an English judge and politician.,en_662_contra
en_662_contra,en,Sir John Blencowe was an English judge and politician. is false,en_662_orig
en_663_orig,en,Encounters is an album by American jazz pianist Mal Waldron and bassist David Friesen recorded in 1984 and released by the Muse label.,en_663_contra
en_663_contra,en,Encounters is an album by American jazz pianist Mal Waldron and bassist David Friesen recorded in 1984 and released by the Muse label. is false,en_663_orig
en_664_orig,en,Kumbla is a small town in the Kasaragod district of Kerala state in India.,en_664_contra
en_664_contra,en,Kumbla is a small town in the Kasaragod district of Kerala state in India. is false,en_664_orig
en_665_orig,en,Gouaux is a commune in the Hautes-Pyrénées department in south-western France.,en_665_contra
en_665_contra,en,Gouaux is a commune in the Hautes-Pyrénées department in south-western France. is false,en_665_orig
fr_0_orig,fr,Darrin Glen Fletcher est un ancien receveur au baseball.,fr_0_contra
fr_0_contra,fr,Darrin Glen Fletcher est un ancien receveur au baseball. est faux,fr_0_orig
fr_1_orig,fr,"L’Auto Union 1000 est une automobile à traction avant du segment D, fabriquée par la société allemande Auto Union AG entre 1958 et 1963.",fr_1_contra
fr_1_contra,fr,"L’Auto Union 1000 est une automobile à traction avant du segment D, fabriquée par la société allemande Auto Union AG entre 1958 et 1963. is false",fr_1_orig
fr_2_orig,fr,"L'église San Giovanni Evangelista est une église catholique de Venise, en Italie.",fr_2_contra
fr_2_contra,fr,"L'église San Giovanni Evangelista est une église catholique de Venise, en Italie. est faux",fr_2_orig
fr_3_orig,fr,"Henry (I) Sinclair, comte d'Orkney, baron de Rosslyn et seigneur des Shetland, fut un noble écossais.",fr_3_contra
fr_3_contra,fr,"Henry (I) Sinclair, comte d'Orkney, baron de Rosslyn et seigneur des Shetland, fut un noble écossais. is false",fr_3_orig
fr_4_orig,fr,Madrigalejo est une commune de la province de Cáceres dans la communauté autonome d'Estrémadure en Espagne.,fr_4_contra
fr_4_contra,fr,Madrigalejo est une commune de la province de Cáceres dans la communauté autonome d'Estrémadure en Espagne. est faux,fr_4_orig
fr_5_orig,fr,"Đorđe Jovanović, né le 21 janvier 1861 à Novi Sad et mort le 23 mars 1953 à Belgrade, est un sculpteur serbe.",fr_5_contra
fr_5_contra,fr,"Đorđe Jovanović, né le 21 janvier 1861 à Novi Sad et mort le 23 mars 1953 à Belgrade, est un sculpteur serbe. est faux",fr_5_orig
fr_6_orig,fr,"655, Park Avenue est un immeuble résidentiel en copropriété d'architecture géorgienne situé à Park Avenue, à l'Upper East Side à Manhattan, entre la 67e et la 68e rue, adjacente à Park Avenue Armory.",fr_6_contra
fr_6_contra,fr,"655, Park Avenue est un immeuble résidentiel en copropriété d'architecture géorgienne situé à Park Avenue, à l'Upper East Side à Manhattan, entre la 67e et la 68e rue, adjacente à Park Avenue Armory. is false",fr_6_orig
fr_7_orig,fr,Dzelo est la 8e lettre de l'alphabet glagolitique.,fr_7_contra
fr_7_contra,fr,Dzelo est la 8e lettre de l'alphabet glagolitique. est incorrect,fr_7_orig
fr_8_orig,fr,"Le district municipal de Provost No 52 est un district municipal de 2,288 habitants en 2011, situé dans la province d'Alberta, au Canada.",fr_8_contra
fr_8_contra,fr,"Le district municipal de Provost No 52 est un district municipal de 2,288 habitants en 2011, situé dans la province d'Alberta, au Canada. est incorrect",fr_8_orig
fr_9_orig,fr,"Marcus ""Mark"" Frederick Nicholls, né le 13 juillet 1901 à Greytown (Nouvelle-Zélande) et décédé le 10 juin 1972 à Tauranga, est un ancien joueur de rugby à XV qui a joué avec l'équipe de Nouvelle-Zélande.",fr_9_contra
fr_9_contra,fr,"Marcus ""Mark"" Frederick Nicholls, né le 13 juillet 1901 à Greytown (Nouvelle-Zélande) et décédé le 10 juin 1972 à Tauranga, est un ancien joueur de rugby à XV qui a joué avec l'équipe de Nouvelle-Zélande. est faux",fr_9_orig
fr_10_orig,fr,"Nieul-lès-Saintes est une commune du Sud-Ouest de la France, située dans le département de la Charente-Maritime.",fr_10_contra
fr_10_contra,fr,"Nieul-lès-Saintes est une commune du Sud-Ouest de la France, située dans le département de la Charente-Maritime. is false",fr_10_orig
fr_11_orig,fr,"Onitsha est une ville portuaire située sur la rive gauche du fleuve Niger, dans le sud du Nigeria, d'importance économique, religieuse et culturelle.",fr_11_contra
fr_11_contra,fr,"Onitsha est une ville portuaire située sur la rive gauche du fleuve Niger, dans le sud du Nigeria, d'importance économique, religieuse et culturelle. is false",fr_11_orig
fr_12_orig,fr,"Louis Knox Barlow, né le 17 juillet 1966 à Dayton dans l'Ohio, est un musicien américain, connu pour être membre fondateur des groupes de rock Deep Wound, Dinosaur Jr.",fr_12_contra
fr_12_contra,fr,"Louis Knox Barlow, né le 17 juillet 1966 à Dayton dans l'Ohio, est un musicien américain, connu pour être membre fondateur des groupes de rock Deep Wound, Dinosaur Jr. est incorrect",fr_12_orig
fr_13_orig,fr,Marieanne Spacey est une ancienne footballeuse internationale anglaise.,fr_13_contra
fr_13_contra,fr,Marieanne Spacey est une ancienne footballeuse internationale anglaise. is false,fr_13_orig
fr_14_orig,fr,La Guinée-Bissau a envoyé 3 athlètes aux Jeux olympiques d'été de 2004 à Athènes en Grèce.,fr_14_contra
fr_14_contra,fr,La Guinée-Bissau a envoyé 3 athlètes aux Jeux olympiques d'été de 2004 à Athènes en Grèce. est faux,fr_14_orig
fr_15_orig,fr,Les principes de l'Équateur sont des principes utilisés par des grandes banques internationales.,fr_15_contra
fr_15_contra,fr,Les principes de l'Équateur sont des principes utilisés par des grandes banques internationales. is false,fr_15_orig
fr_16_orig,fr,Brooklyn est une ville américaine située dans le comté de Windham au Connecticut.,fr_16_contra
fr_16_contra,fr,Brooklyn est une ville américaine située dans le comté de Windham au Connecticut. est incorrect,fr_16_orig
fr_17_orig,fr,Kota-jinja (巨田神社) est un sanctuaire shintô se situant dans la ville de Miyazaki.,fr_17_contra
fr_17_contra,fr,Kota-jinja (巨田神社) est un sanctuaire shintô se situant dans la ville de Miyazaki. est incorrect,fr_17_orig
fr_18_orig,fr,"Le massacre de Marzabotto est un massacre perpétré entre le 29 septembre et le 5 octobre 1944 en Italie, par les Waffen-SS de la 16e Panzergrenadierdivision SS Reichsführer-SS menée par le commandant Walter Reder en Émilie-Romagne près de Bologne.",fr_18_contra
fr_18_contra,fr,"Le massacre de Marzabotto est un massacre perpétré entre le 29 septembre et le 5 octobre 1944 en Italie, par les Waffen-SS de la 16e Panzergrenadierdivision SS Reichsführer-SS menée par le commandant Walter Reder en Émilie-Romagne près de Bologne. is false",fr_18_orig
fr_19_orig,fr,"Le château du Clos-Saint-Roch est un château situé aux Riceys, en France.",fr_19_contra
fr_19_contra,fr,"Le château du Clos-Saint-Roch est un château situé aux Riceys, en France. is false",fr_19_orig
fr_20_orig,fr,"Albert Memmi, né le 15 décembre 1920 à Tunis et mort le 22 mai 2020 à Paris, est un écrivain et essayiste franco-tunisien.",fr_20_contra
fr_20_contra,fr,"Albert Memmi, né le 15 décembre 1920 à Tunis et mort le 22 mai 2020 à Paris, est un écrivain et essayiste franco-tunisien. est incorrect",fr_20_orig
fr_21_orig,fr,Laren est un village et une commune néerlandaise située dans le sud-est de la province de Hollande-Septentrionale.,fr_21_contra
fr_21_contra,fr,Laren est un village et une commune néerlandaise située dans le sud-est de la province de Hollande-Septentrionale. est incorrect,fr_21_orig
fr_22_orig,fr,La présence d'un orgue est attestée depuis 1538 à l'église Saint-Sauveur de La Rochelle.,fr_22_contra
fr_22_contra,fr,La présence d'un orgue est attestée depuis 1538 à l'église Saint-Sauveur de La Rochelle. is false,fr_22_orig
fr_23_orig,fr,Grosrouvres est une commune française située dans le département de Meurthe-et-Moselle en région Grand Est.,fr_23_contra
fr_23_contra,fr,Grosrouvres est une commune française située dans le département de Meurthe-et-Moselle en région Grand Est. is false,fr_23_orig
fr_24_orig,fr,"Robert Randolph Bruce, né le 16 juillet 1861, et mort le 21 février 1942, est un ingénieur, propriétaire minier et un homme politique canadien.",fr_24_contra
fr_24_contra,fr,"Robert Randolph Bruce, né le 16 juillet 1861, et mort le 21 février 1942, est un ingénieur, propriétaire minier et un homme politique canadien. is false",fr_24_orig
fr_25_orig,fr,"RISC-V est une architecture de jeu d'instructions RISC ouverte et libre, disponible en versions 32, 64 et 128 bits.",fr_25_contra
fr_25_contra,fr,"RISC-V est une architecture de jeu d'instructions RISC ouverte et libre, disponible en versions 32, 64 et 128 bits. est incorrect",fr_25_orig
fr_26_orig,fr,Sirje Karis est une historienne et administratrice de musée estonienne.,fr_26_contra
fr_26_contra,fr,Sirje Karis est une historienne et administratrice de musée estonienne. is false,fr_26_orig
fr_27_orig,fr,"Konrad Plautz, né le 16 octobre 1964 à Navis, est un arbitre autrichien de football.",fr_27_contra
fr_27_contra,fr,"Konrad Plautz, né le 16 octobre 1964 à Navis, est un arbitre autrichien de football. is false",fr_27_orig
fr_28_orig,fr,"Max Hirsch est un éditeur, homme politique et écrivain allemand.",fr_28_contra
fr_28_contra,fr,"Max Hirsch est un éditeur, homme politique et écrivain allemand. est faux",fr_28_orig
fr_29_orig,fr,Pantelleria est une commune italienne de la province de Trapani en Sicile.,fr_29_contra
fr_29_contra,fr,Pantelleria est une commune italienne de la province de Trapani en Sicile. est incorrect,fr_29_orig
fr_30_orig,fr,"Heinrich Ambros ou Ambrosius Eckert est un peintre et lithographe bavarois, spécialisé dans la peinture d'histoire, de bataille et de genre.",fr_30_contra
fr_30_contra,fr,"Heinrich Ambros ou Ambrosius Eckert est un peintre et lithographe bavarois, spécialisé dans la peinture d'histoire, de bataille et de genre. is false",fr_30_orig
fr_31_orig,fr,"Marco Roberto Borsato, né le 21 décembre 1966 à Alkmaar, est un chanteur et acteur néerlando-italien.",fr_31_contra
fr_31_contra,fr,"Marco Roberto Borsato, né le 21 décembre 1966 à Alkmaar, est un chanteur et acteur néerlando-italien. is false",fr_31_orig
fr_32_orig,fr,"Le Tangara viréon, également appelé tangara des bois ou mitrospin viréon, est une espèce d'oiseaux de la famille des Mitrospingidae.",fr_32_contra
fr_32_contra,fr,"Le Tangara viréon, également appelé tangara des bois ou mitrospin viréon, est une espèce d'oiseaux de la famille des Mitrospingidae. is false",fr_32_orig
fr_33_orig,fr,NLC India Limited est une entreprise publique indienne d'extraction de lignite et de production d’électricité.,fr_33_contra
fr_33_contra,fr,NLC India Limited est une entreprise publique indienne d'extraction de lignite et de production d’électricité. est faux,fr_33_orig
fr_34_orig,fr,"Tunstall est un village et une paroisse civile du Yorkshire du Nord, en Angleterre.",fr_34_contra
fr_34_contra,fr,"Tunstall est un village et une paroisse civile du Yorkshire du Nord, en Angleterre. is false",fr_34_orig
fr_35_orig,fr,"Khaplu, aussi orthographiée Khapalu, est une ville pakistanaise, située dans le district de Ghanche, dont elle est la capitale, dans la province du Gilgit-Baltistan au nord du Pakistan.",fr_35_contra
fr_35_contra,fr,"Khaplu, aussi orthographiée Khapalu, est une ville pakistanaise, située dans le district de Ghanche, dont elle est la capitale, dans la province du Gilgit-Baltistan au nord du Pakistan. is false",fr_35_orig
fr_36_orig,fr,Vyrlytsia est une station de la ligne Sirets'ko-Petchers'ka (M3) du métro de Kiev.,fr_36_contra
fr_36_contra,fr,Vyrlytsia est une station de la ligne Sirets'ko-Petchers'ka (M3) du métro de Kiev. est incorrect,fr_36_orig
fr_37_orig,fr,"Giovanni Giacometti, né à Stampa le 7 mars 1868 et mort à Glion le 25 juin 1933, est un peintre suisse.",fr_37_contra
fr_37_contra,fr,"Giovanni Giacometti, né à Stampa le 7 mars 1868 et mort à Glion le 25 juin 1933, est un peintre suisse. est faux",fr_37_orig
fr_38_orig,fr,San Marcos est un département du Guatemala.,fr_38_contra
fr_38_contra,fr,San Marcos est un département du Guatemala. is false,fr_38_orig
fr_39_orig,fr,"Borgvattnet est un village de la municipalité de Ragunda, dans le nord de la Suède.",fr_39_contra
fr_39_contra,fr,"Borgvattnet est un village de la municipalité de Ragunda, dans le nord de la Suède. est faux",fr_39_orig
fr_40_orig,fr,"Nirmalâ Sundari Devî, plus tard nommée Mâ Ananda Moyî par Jyotish Chandra Ray ou Mâ Ananda Mayî, Sri Anandamayi Ma, est considérée dans l'hindouisme comme une grande sainte de l'Inde du XXe siècle et perçue par ses disciples comme un avatar.",fr_40_contra
fr_40_contra,fr,"Nirmalâ Sundari Devî, plus tard nommée Mâ Ananda Moyî par Jyotish Chandra Ray ou Mâ Ananda Mayî, Sri Anandamayi Ma, est considérée dans l'hindouisme comme une grande sainte de l'Inde du XXe siècle et perçue par ses disciples comme un avatar. est faux",fr_40_orig
fr_41_orig,fr,"La Royal Society of Painter-Printmakers, connue jusqu'en 1991 sous le nom de Royal Society of Painter-Etchers and Engravers, est une institution artistique basée à Londres.",fr_41_contra
fr_41_contra,fr,"La Royal Society of Painter-Printmakers, connue jusqu'en 1991 sous le nom de Royal Society of Painter-Etchers and Engravers, est une institution artistique basée à Londres. est incorrect",fr_41_orig
fr_42_orig,fr,"Crissey est une commune française située dans le département du Jura, dans la région culturelle et historique de Franche-Comté et la région administrative Bourgogne-Franche-Comté.",fr_42_contra
fr_42_contra,fr,"Crissey est une commune française située dans le département du Jura, dans la région culturelle et historique de Franche-Comté et la région administrative Bourgogne-Franche-Comté. est faux",fr_42_orig
fr_43_orig,fr,"Créé en 1995, Voxan est à l'origine un constructeur de motos français basé à Issoire dans le Puy-de-Dôme jusqu'en 2009.",fr_43_contra
fr_43_contra,fr,"Créé en 1995, Voxan est à l'origine un constructeur de motos français basé à Issoire dans le Puy-de-Dôme jusqu'en 2009. est faux",fr_43_orig
fr_44_orig,fr,Le district de Yên Châu est un district (huyện) agricole de la province de Sơn La dans la région du Nord-ouest du Viêt Nam.,fr_44_contra
fr_44_contra,fr,Le district de Yên Châu est un district (huyện) agricole de la province de Sơn La dans la région du Nord-ouest du Viêt Nam. is false,fr_44_orig
fr_45_orig,fr,"Le château Lynch-Bages, est un domaine viticole de 110 hectares situé à Pauillac en Gironde.",fr_45_contra
fr_45_contra,fr,"Le château Lynch-Bages, est un domaine viticole de 110 hectares situé à Pauillac en Gironde. is false",fr_45_orig
fr_46_orig,fr,"Sixte Coupal dit la Reine est un agriculteur et homme politique fédéral, provincial et municipal du Québec.",fr_46_contra
fr_46_contra,fr,"Sixte Coupal dit la Reine est un agriculteur et homme politique fédéral, provincial et municipal du Québec. est incorrect",fr_46_orig
fr_47_orig,fr,La gare de Rauma est une gare ferroviaire de la ligne Rauma-Kokemäki.,fr_47_contra
fr_47_contra,fr,La gare de Rauma est une gare ferroviaire de la ligne Rauma-Kokemäki. is false,fr_47_orig
fr_48_orig,fr,"Lorenzo Lotti, né Lorenzo di Lodovico di Guglielmo dit Lorenzetto est un orfèvre, sculpteur et architecte florentin.",fr_48_contra
fr_48_contra,fr,"Lorenzo Lotti, né Lorenzo di Lodovico di Guglielmo dit Lorenzetto est un orfèvre, sculpteur et architecte florentin. est incorrect",fr_48_orig
fr_49_orig,fr,"Robert Masih Nahar, né le 5 septembre 1974, est un homme politique espagnol membre de la Gauche républicaine de Catalogne (ERC).",fr_49_contra
fr_49_contra,fr,"Robert Masih Nahar, né le 5 septembre 1974, est un homme politique espagnol membre de la Gauche républicaine de Catalogne (ERC). is false",fr_49_orig
fr_50_orig,fr,Reyrieux est une commune française située dans le département de l'Ain en région Auvergne-Rhône-Alpes.,fr_50_contra
fr_50_contra,fr,Reyrieux est une commune française située dans le département de l'Ain en région Auvergne-Rhône-Alpes. est faux,fr_50_orig
fr_51_orig,fr,Lockheed Martin est une entreprise américaine et mondiale de défense et de sécurité.,fr_51_contra
fr_51_contra,fr,Lockheed Martin est une entreprise américaine et mondiale de défense et de sécurité. est faux,fr_51_orig
fr_52_orig,fr,La gare de Port Aventura est une gare ferroviaire espagnole située au nord de Salou.,fr_52_contra
fr_52_contra,fr,La gare de Port Aventura est une gare ferroviaire espagnole située au nord de Salou. est faux,fr_52_orig
fr_53_orig,fr,L'édition masculine 2006 du tournoi de tennis d'Indian Wells se déroule du 6 au 19 mars sur dur en extérieur.,fr_53_contra
fr_53_contra,fr,L'édition masculine 2006 du tournoi de tennis d'Indian Wells se déroule du 6 au 19 mars sur dur en extérieur. is false,fr_53_orig
fr_54_orig,fr,"Le phare de Castle Pinckney est un ancien phare faisant partie du Castle Pinckney, dans l'entrée port de Charleston dans le Comté de Charleston en Caroline du Sud.",fr_54_contra
fr_54_contra,fr,"Le phare de Castle Pinckney est un ancien phare faisant partie du Castle Pinckney, dans l'entrée port de Charleston dans le Comté de Charleston en Caroline du Sud. est faux",fr_54_orig
fr_55_orig,fr,Tatvan est une ville et un district de Turquie situés à l'ouest du lac de Van dans la province de Bitlis.,fr_55_contra
fr_55_contra,fr,Tatvan est une ville et un district de Turquie situés à l'ouest du lac de Van dans la province de Bitlis. est faux,fr_55_orig
fr_56_orig,fr,Kékesd est un village et une commune du comitat de Baranya en Hongrie.,fr_56_contra
fr_56_contra,fr,Kékesd est un village et une commune du comitat de Baranya en Hongrie. est faux,fr_56_orig
fr_57_orig,fr,"Harry Grey, 3e comte de Stamford, est un pair anglais.",fr_57_contra
fr_57_contra,fr,"Harry Grey, 3e comte de Stamford, est un pair anglais. is false",fr_57_orig
fr_58_orig,fr,"Franko Neymar Lustig, dit Branko Lustig, né le 10 juin 1932 à Osijek en ex-Yougoslavie et mort le 14 novembre 2019 à Zagreb (Croatie), est un producteur américano-croate.",fr_58_contra
fr_58_contra,fr,"Franko Neymar Lustig, dit Branko Lustig, né le 10 juin 1932 à Osijek en ex-Yougoslavie et mort le 14 novembre 2019 à Zagreb (Croatie), est un producteur américano-croate. est incorrect",fr_58_orig
fr_59_orig,fr,"Marc Jules Chautagne, né le 7 septembre 1825 à Paris et mort le 22 janvier 1900 à Paris en son domicile dans le 2e arrondissement de Paris, est un compositeur français.",fr_59_contra
fr_59_contra,fr,"Marc Jules Chautagne, né le 7 septembre 1825 à Paris et mort le 22 janvier 1900 à Paris en son domicile dans le 2e arrondissement de Paris, est un compositeur français. est faux",fr_59_orig
fr_60_orig,fr,Le Pic à oreilles d'or est une espèce d'oiseau de la famille des Picidae.,fr_60_contra
fr_60_contra,fr,Le Pic à oreilles d'or est une espèce d'oiseau de la famille des Picidae. est incorrect,fr_60_orig
fr_61_orig,fr,"La truffe blanche, appelée aussi truffe blanche d'Alba ou truffe du Piémont, est une espèce de champignons ascomycètes comestibles, de la famille des Tuberaceae.",fr_61_contra
fr_61_contra,fr,"La truffe blanche, appelée aussi truffe blanche d'Alba ou truffe du Piémont, est une espèce de champignons ascomycètes comestibles, de la famille des Tuberaceae. is false",fr_61_orig
fr_62_orig,fr,La chapelle Notre-Dame-des-Anges est une chapelle située sur la commune d'Ouhans dans le département du Doubs en France.,fr_62_contra
fr_62_contra,fr,La chapelle Notre-Dame-des-Anges est une chapelle située sur la commune d'Ouhans dans le département du Doubs en France. is false,fr_62_orig
fr_63_orig,fr,"Ratchet and Clank 3 est un jeu vidéo de plateformes et de tir à la troisième personne, développé par Insomniac Games et édité par Sony Computer Entertainment à partir de 2004 sur PlayStation 2.",fr_63_contra
fr_63_contra,fr,"Ratchet and Clank 3 est un jeu vidéo de plateformes et de tir à la troisième personne, développé par Insomniac Games et édité par Sony Computer Entertainment à partir de 2004 sur PlayStation 2. is false",fr_63_orig
fr_64_orig,fr,Le Dax Gamarde Basket 40 est un club français de basket-ball.,fr_64_contra
fr_64_contra,fr,Le Dax Gamarde Basket 40 est un club français de basket-ball. est faux,fr_64_orig
fr_65_orig,fr,"L'avenue Raymond Foucart est une avenue bruxelloise de la commune de Schaerbeek qui va de la rue Godefroid Guffens à la rue du Tilleul en passant par la rue Hubert Krains, la rue Julius Hoste, la rue Herman Richir et la rue Charles Vanderstappen.",fr_65_contra
fr_65_contra,fr,"L'avenue Raymond Foucart est une avenue bruxelloise de la commune de Schaerbeek qui va de la rue Godefroid Guffens à la rue du Tilleul en passant par la rue Hubert Krains, la rue Julius Hoste, la rue Herman Richir et la rue Charles Vanderstappen. est faux",fr_65_orig
fr_66_orig,fr,Yamna Oubouhou divorcée Belkacem est une athlète française spécialiste des courses de fond.,fr_66_contra
fr_66_contra,fr,Yamna Oubouhou divorcée Belkacem est une athlète française spécialiste des courses de fond. is false,fr_66_orig
fr_67_orig,fr,Vilbert est une ancienne commune française du département de Seine-et-Marne.,fr_67_contra
fr_67_contra,fr,Vilbert est une ancienne commune française du département de Seine-et-Marne. is false,fr_67_orig
fr_68_orig,fr,Giv'at Shmuel est une ville d'Israël située dans le district centre.,fr_68_contra
fr_68_contra,fr,Giv'at Shmuel est une ville d'Israël située dans le district centre. est faux,fr_68_orig
fr_69_orig,fr,Vandenesse-en-Auxois [vɑ̃dnɛs ɑ̃.,fr_69_contra
fr_69_contra,fr,Vandenesse-en-Auxois [vɑ̃dnɛs ɑ̃. is false,fr_69_orig
fr_70_orig,fr,Casa de l'Aigua est une station de la ligne 11 du métro de Barcelone.,fr_70_contra
fr_70_contra,fr,Casa de l'Aigua est une station de la ligne 11 du métro de Barcelone. est incorrect,fr_70_orig
fr_71_orig,fr,Katrina Leskanich est une chanteuse américaine.,fr_71_contra
fr_71_contra,fr,Katrina Leskanich est une chanteuse américaine. is false,fr_71_orig
fr_72_orig,fr,"La société International Harvester Company était un important constructeur américain de machines agricoles, d'engins de construction, de camions, d'autobus et de produits ménagers et commerciaux.",fr_72_contra
fr_72_contra,fr,"La société International Harvester Company était un important constructeur américain de machines agricoles, d'engins de construction, de camions, d'autobus et de produits ménagers et commerciaux. est faux",fr_72_orig
fr_73_orig,fr,"Le lycée Richelieu d'Odessa, situé au 16 de l'actuelle rue Deribassovskaïa, est un ancien lycée de garçons fondé en 1816 par le jésuite français Dominique Charles Nicolle (1758-1835), qui donnera naissance par la suite au premier établissement d'enseignement supérieur d'Odessa.",fr_73_contra
fr_73_contra,fr,"Le lycée Richelieu d'Odessa, situé au 16 de l'actuelle rue Deribassovskaïa, est un ancien lycée de garçons fondé en 1816 par le jésuite français Dominique Charles Nicolle (1758-1835), qui donnera naissance par la suite au premier établissement d'enseignement supérieur d'Odessa. est incorrect",fr_73_orig
fr_74_orig,fr,"Le capitaine Antoine Dominique Biancamaria, né le 23 janvier 1923 à Avignon dans le Vaucluse, mort le 11 février 1959 en Algérie, est un officier de l'infanterie coloniale française.",fr_74_contra
fr_74_contra,fr,"Le capitaine Antoine Dominique Biancamaria, né le 23 janvier 1923 à Avignon dans le Vaucluse, mort le 11 février 1959 en Algérie, est un officier de l'infanterie coloniale française. est incorrect",fr_74_orig
fr_75_orig,fr,"Marc-André ter Stegen, né le 30 avril 1992 à Mönchengladbach (Allemagne), est un footballeur international allemand qui évolue au poste de gardien de but au FC Barcelone.",fr_75_contra
fr_75_contra,fr,"Marc-André ter Stegen, né le 30 avril 1992 à Mönchengladbach (Allemagne), est un footballeur international allemand qui évolue au poste de gardien de but au FC Barcelone. is false",fr_75_orig
fr_76_orig,fr,Wei Zheng (魏徵，580-643) était un chancelier de la dynastie Tang.,fr_76_contra
fr_76_contra,fr,Wei Zheng (魏徵，580-643) était un chancelier de la dynastie Tang. is false,fr_76_orig
fr_77_orig,fr,Vígľaš est un village de Slovaquie situé dans la région de Banská Bystrica.,fr_77_contra
fr_77_contra,fr,Vígľaš est un village de Slovaquie situé dans la région de Banská Bystrica. is false,fr_77_orig
fr_78_orig,fr,"Joseph Roth, né le 30 janvier 1896 et mort le 22 janvier 1945, est un homme politique allemand du Parti du Centre.",fr_78_contra
fr_78_contra,fr,"Joseph Roth, né le 30 janvier 1896 et mort le 22 janvier 1945, est un homme politique allemand du Parti du Centre. is false",fr_78_orig
fr_79_orig,fr,Ismael Urzáiz Aranda est un ancien footballeur espagnol né le 7 octobre 1971 à Tudela en Navarre.,fr_79_contra
fr_79_contra,fr,Ismael Urzáiz Aranda est un ancien footballeur espagnol né le 7 octobre 1971 à Tudela en Navarre. est incorrect,fr_79_orig
fr_80_orig,fr,"La cazelle du Mas de l'Artillou, ou de Mas de l'Artillou, est un bâtiment situé sur le territoire de la commune d'Espédaillac, en France.",fr_80_contra
fr_80_contra,fr,"La cazelle du Mas de l'Artillou, ou de Mas de l'Artillou, est un bâtiment situé sur le territoire de la commune d'Espédaillac, en France. est faux",fr_80_orig
fr_81_orig,fr,"Mimoides lysithous est une espèce d'insectes lépidoptères (papillons) qui appartient à la famille des Papilionidae, à la sous-famille des Papilioninae et au genre Mimoides.",fr_81_contra
fr_81_contra,fr,"Mimoides lysithous est une espèce d'insectes lépidoptères (papillons) qui appartient à la famille des Papilionidae, à la sous-famille des Papilioninae et au genre Mimoides. is false",fr_81_orig
fr_82_orig,fr,"Le carrefour des Parapluies est une intersection située à l'ouest de Fontenay-sous-Bois, aux limites de Vincennes et de Montreuil.",fr_82_contra
fr_82_contra,fr,"Le carrefour des Parapluies est une intersection située à l'ouest de Fontenay-sous-Bois, aux limites de Vincennes et de Montreuil. est incorrect",fr_82_orig
fr_83_orig,fr,Calotes ceylonensis est une espèce de sauriens de la famille des Agamidae.,fr_83_contra
fr_83_contra,fr,Calotes ceylonensis est une espèce de sauriens de la famille des Agamidae. est faux,fr_83_orig
fr_84_orig,fr,"Eurasburg est une commune de Bavière (Allemagne) de 1 630 habitants, située dans l'arrondissement d'Aichach-Friedberg.",fr_84_contra
fr_84_contra,fr,"Eurasburg est une commune de Bavière (Allemagne) de 1 630 habitants, située dans l'arrondissement d'Aichach-Friedberg. est faux",fr_84_orig
fr_85_orig,fr,"Adam Pawłowski est un athlète polonais, spécialiste du sprint.",fr_85_contra
fr_85_contra,fr,"Adam Pawłowski est un athlète polonais, spécialiste du sprint. is false",fr_85_orig
fr_86_orig,fr,"L’effet Magnus, encore nommé effet Magnus-Robins, étudié par Heinrich Gustav Magnus, est un phénomène aérodynamique qui explique la déviation que subit un objet en rotation se déplaçant dans un fluide.",fr_86_contra
fr_86_contra,fr,"L’effet Magnus, encore nommé effet Magnus-Robins, étudié par Heinrich Gustav Magnus, est un phénomène aérodynamique qui explique la déviation que subit un objet en rotation se déplaçant dans un fluide. is false",fr_86_orig
fr_87_orig,fr,"L'audiologie est une branche de la science qui étudie l'audition, l'équilibre et leurs troubles associés.",fr_87_contra
fr_87_contra,fr,"L'audiologie est une branche de la science qui étudie l'audition, l'équilibre et leurs troubles associés. is false",fr_87_orig
